id,trigger,conditions,script,text,options,notes
convDefaultGreetingsecofficernoncomm,PickGreeting,"$id == sec_officer score:2000
!sfcemployee","BeginConversation sec_officer","After a short wait while listening to a tropical tune, your connection request is accepted.

""Glory to the Supreme Chief Overlord President Executive Gas Station Manager, how may you ser- You! Have you reconsidered your choice, $PlayerName? Only once you realize the errors of your way will I even consider speaking to you again.""

The comm-link goes dark afterwards.","cutCommLink:Cut the comm link","# this will fire when talking to same person again without leaving the station, but that seems fine"
"#END secofficer",,,,,,
,,,,,,
# secofficerdialoguetree,,,,,,
convosecofficerStart,PopulateOptions,"$id == sec_officer score:1000",,,"conversesecofficer:Converse",
convosecofficerList,DialogOptionSelected,"$option == conversesecofficer","FireAll PopulateSecOfficerOptions",,,
convosecofficerSierraStart,PopulateSecOfficerOptions,"$isPerson
$id == sec_officer score:1000
sfcsierra
!$sfcsierrametbalashi
$global.sierraMentionedAndradaBook","SetOptionColor sfcsecofficersierrastart sierraTextColor",,"sfcsecofficersierrastart:Introduce Sierra to Balashi.",
convosecofficerMayfly,PopulateSecOfficerOptions,"$player.askedsfcspying
!$player.sfctoldsfcaboutmayfly
$id == sec_officer score:1000","sfcoptionconfirm secofficermayflystart ""Do you wish to inform Spender Balashi about Mayfly?"" ""Yes."" ""No.""",,"secofficermayflystart:Inform Balashi about Mayfly.",
convosecofficerMayflyMission,PopulateSecOfficerOptions,"$player.sfcsecofficermayflymission
$player.sfcmayflyboom
$id == sec_officer score:1000",,,"secofficermayflymission:Inform Balashi about Mayfly's destruction.",
convoSecOfficerChat,PopulateSecOfficerOptions,"$id == sec_officer score:1000",,,"chatsecofficer:Chat",
convoSecOfficerChatResponses,DialogOptionSelected,"$option == chatsecofficer",,"""Have you considered donating to our Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager's retirement fund? I understand that the thought of the Sindrian Fuel Company not having its glorious leader may seem terrifying to think, but even he deserves to be able to have a cushy retirement after serving the people for so many years.""
OR
""How unfortunate it must be to live a sector where there are those who deny the greatness of the Sindrian Fuel Company. Truly it is our job to enlighten such people to understanding that Sindrian-brand Antimatter Fuel is the only acceptable choice.""
OR
""Have you seen the latest speech of our dear Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager? I stayed up all night making sure to watch the entire thing, and then I made sure I watched a recording of it again to fully absorb what was said!""
OR
""I'm currently on an important mission for Head Researcher Kween. She told me that I should get 'Lost'. Though it seems this 'Lost' person is proving to be quite elusive. Perhaps you can help me in finding 'Lost', $PlayerName?""
OR
""I once had to dress up as Laffy the Security Lion for a parade. Though I was overjoyed to have been selected for such an important position, the last person who wore it never properly washed it.""",,
convosecofficeroption1,PopulateSecOfficerOptions,"!$secofficerhullmodget
$id == sec_officer score:1000
sfcreltrack 25 100",,,"secofficerOptionhullmod:""Do you do anything besides being the President Executive's Secretary?""",
convosecofficeroption2,PopulateSecOfficerOptions,"$id == sec_officer score:1000",,,"secofficerOptionPeople:""What do you think about...""",
convosecofficeroption2.1,PopulateSecOfficerOptions,"!$secofficergifted
$id == sec_officer score:1000",,,"secofficerOptionGift:""Would you like...""",
convosecofficeroption2.2,PopulateSecOfficerOptions,"$secofficergifted
$id == sec_officer score:1000","sfcwaittime ""$secofficergifted"" ""$secofficergiftedDGS""
SetTooltip secofficerOptionGift2 ""You've recently given a gift. Please wait for $secofficergiftedDGS.""
SetTooltipHighlights secofficerOptionGift2 $secofficergiftedDGS
SetEnabled secofficerOptionGift2 false",,"secofficerOptionGift2:""Would you like...""",
convosecofficeroption2.3,PopulateSecOfficerOptions,"!$secofficertalk
$id == sec_officer score:1000",,,"secofficerOptiontalk:Say something else...",
convosecofficeroption2.4,PopulateSecOfficerOptions,"$secofficertalk
$id == sec_officer score:1000","sfcwaittime ""$secofficertalk"" ""$secofficertalkDGS""
SetTooltip secofficerOptiontalk2 ""You've recently done this option. Please wait for $secofficertalkDGS.""
SetTooltipHighlights secofficerOptiontalk2 $secofficertalkDGS
SetEnabled secofficerOptiontalk2 false",,"secofficerOptiontalk2:Say something else...",
convosecofficeroption3,PopulateSecOfficerOptions,"$id == sec_officer score:1000","SetShortcut secofficerOptionMenu ""ESCAPE""",,"secofficerOptionMenu:Return",
secofficerhullmod,DialogOptionSelected,"$option == secofficerOptionhullmod","$secofficerhullmodget = true
FireAll PopulateOptions
sfcaddspecial modspec sfcfuelstoragerefit
sfcaddspecial modspec sfcmaximizedfuelstorage
AddText ""Spender Balashi has given you hullmods to increase your ships maximum fuel storage"" highlight","""Why of course! In my spare time, I've been looking into further increasing the amount of fuel one can store in one's ships. Now, people keep telling me that it's dangerous to overload a ship with more fuel that it should feasibly hold, but I say those people are cowards! When it comes to the Sindrian Fuel Company, it's important that we maximize fuel carrying capacity as much as possible!""",,
secofficerpeople,DialogOptionSelected,"$option == secofficerOptionPeople","FireAll PopulateSecOfficerPeopleOptions",,,
secofficergift,DialogOptionSelected,"$option == secofficerOptionGift","FireAll PopulateSecOfficerGiftOptions",,,
secofficertalk,DialogOptionSelected,"$option == secofficerOptiontalk","FireAll PopulateSecOfficerTalkOptions",,,
secofficermenu,DialogOptionSelected,"$option == secofficerOptionMenu","FireAll PopulateOptions",,,
"#END secofficerdialoguetree",,,,,,
,,,,,,
# secofficerpeopletree,,,,,,
secofficerpeopleme,PopulateSecOfficerPeopleOptions,"$id == sec_officer score:1000",,,"secofficerpeopleplayer:""... Me.""",
secofficerpeopleandrada,PopulateSecOfficerPeopleOptions,"$id == sec_officer score:1000",,,"secofficerpeopleandrada:""... the President Executive, Phillip Andrada.""",
secofficerpeoplekween,PopulateSecOfficerPeopleOptions,"$id == sec_officer score:1000
$player.metsfckween",,,"secofficerpeoplekween:""... Head Researcher Kween.""",
secofficerpeoplemann,PopulateSecOfficerPeopleOptions,"$id == sec_officer score:1000
$player.metsfcmann",,,"secofficerpeoplemann:""... Lead Developer Mannfred.""",
secofficerpeoplenftpononzi,PopulateSecOfficerPeopleOptions,"$id == sec_officer score:1000
$player.metnftpononzi",,,"secofficerpeoplenftpononzi:""... Karlos Pononzi.""",
secofficerpeoplereturn,PopulateSecOfficerPeopleOptions,"$id == sec_officer score:1000","SetShortcut secofficerpeoplereturn ""ESCAPE""",,"secofficerpeoplereturn:""... Nevermind.""",
secofficerpeopleresponsplayer,DialogOptionSelected,"$option == secofficerpeopleplayer",,"""My opinion of you matters little, Captain $PlayerName. As long as you continue to serve the glory of the Supreme Chief Overlord President Executive Gas Station Manager, then I shall not let my personal feelings get in the way of that.""",,
secofficerpeopleresponseandrada,DialogOptionSelected,"$option == secofficerpeopleandrada",,"""He was the greatest admiral the Hegemony ever had, but humbly chose to follow his dreams. Though many cried foul of his actions, he stuck to his guns and gained the adoration of millions. He is the Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada, the most amazing man in the Persean Sector and beyond.""
OR
""He likes it hot, and keeps it cool with his own brand of sunglasses. His radiance shines brighter than even Askonia itself. The people stand in awe at the glory of his majesty. He is the Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada, the most brilliant man in the Persean Sector and beyond.""
OR
""He keeps the sector moving with his premium brand antimatter fuel, which keeps people united. Others try to copy it, but their products pale in comparison to his. People from across the sector use his fuel to bridge the distance between the stars. He is the Supreme Chief Overlord President Executive Gas Station Manager Phillip Andarda, the most wonderful man in the Persean Sector and beyond.""",,
secofficerpeopleresponsemann,DialogOptionSelected,"$option == secofficerpeoplemann",,"""Lead Developer Gregory Mannfred is a highly valuable employee of the Sindrian Fuel Company. However, his lack of decorum and lazy attitude is a rather large sorepoint in his otherwise stellar career. Why, if it weren't for his important contributions to the Company, I imagine Andrada would have had him thrown out by now.""",,
secofficerpeopleresponsekween,DialogOptionSelected,"$option == secofficerpeoplekween",,"""Head Researcher Yunris Kween has provided the Sindrian Fuel Company qutie the edge with her various research projects. However, she always is asking for more assistants and test subjects. I hear the Board of Labor is planning on sending a formal complaint to her to be less wasteful with the resources she receives.""",,
secofficerpeopleresponsenftpononzi,DialogOptionSelected,"$option == secofficerpeoplenftpononzi",,"""Why would you ever want to talk about such a terrible man? Karlos Pononzi is nothing more than a spoiled child who thinks he can use his connections to undermine the glory that is the Sindrian Fuel Company. He just needs to accept that his corporation will never eclipse Sindrian Fuel. Why, if I were you, I'd steer far away from him. He's just nothing but trouble.""",,
secofficerpeopleresponsereturn,DialogOptionSelected,"$option == secofficerpeoplereturn","FireAll PopulateSecOfficerOptions",,,
"#END secofficerpeopletree",,,,,,
,,,,,,
# secofficergifttree,,,,,,
secofficergiftlobster,PopulateSecOfficerGiftOptions,"$id == sec_officer score:1000
PlayerHasCargo lobster",,,"secofficergiftlobster:""... a fresh Volturnian Lobster?""",
secofficergiftsubsunshine,PopulateSecOfficerGiftOptions,"$id == sec_officer score:1000
PlayerHasCargo alcoholism_sunshine_c",,,"secofficergiftsubsunshine:""... a bottle of Askonia Sunshine?""",
secofficergiftuafdonutsfirst,PopulateSecOfficerGiftOptions,"!$secofficerfirstuaf
$id == sec_officer score:1000
PlayerHasCargo uaf_bakery_product_2",,,"secofficergiftuafdonuts1:""... a box of donuts?""",
secofficergiftuafdonutsrepeat,PopulateSecOfficerGiftOptions,"$secofficerfirstuaf
$id == sec_officer score:1000
PlayerHasCargo uaf_bakery_product_2",,,"secofficergiftuafdonuts2:""... a box of donuts?""",
secofficergiftreturn,PopulateSecOfficerGiftOptions,"$id == sec_officer score:1000","SetShortcut secofficergiftreturn ""ESCAPE""",,"secofficergiftreturn:""... Nevermind.""",
,,,,,,
secofficergiftlobsterrep,DialogOptionSelected,"$option == secofficergiftlobster","$secofficergifted = true 14
AdjustRepActivePerson COOPERATIVE 1
AddRemoveCommodity lobster -1 true
FireAll PopulateSecOfficerOptions","""Ah yes, the Volturnian Lobster! Truly the most fitting creature to represent our great Company. I shall appreciate this fine gift, $PlayerName.""
OR
""There is indeed no creature finer than the Volturnian Lobster. Truly, such a perfect creature fitting for our company. I shall treat it well, $PlayerName.""",,
secofficergiftsubsunshinerep,DialogOptionSelected,"$option == secofficergiftsubsunshine","$secofficergifted = true 14
AdjustRepActivePerson COOPERATIVE 2
AddRemoveCommodity alcoholism_sunshine_c -1 true
FireAll PopulateMannOptions","""Nothing but the finest vintage in the sector. I shall ensure not a single drop will go to waste.""
OR
""The hard work of the laborers at Volturn ensured that this fine gift could be given to me. I shall not forget this.""",,
secofficergiftuafdonutsrepfirst,DialogOptionSelected,"$option == secofficergiftuafdonuts1","$secofficergifted = true 14
$secofficerfirstuaf = true
AdjustRepActivePerson COOPERATIVE 10
AddRemoveCommodity uaf_bakery_product_2 -1 true
FireAll PopulateSecOfficerOptions","$personName gives you an inquisitive look as you show $himOrHer the box of donuts, and doubly so when you inform $himOrHer of where you got it. After sending down the box to his office via courier, the box reaches $personLastName's desk. $personLastName prods the donuts a few times before proceeding to grab one. $HeOrShe spends an agonizing few seconds looking the donut over before taking a bite out of it.

""... Oh... Oh!"" A look of genuine joy, one that looks quite alien on an otherwise serious person, washes over on $personLastName's face. Before you know it, $heOrShe has already grabbed a second one, and a third one...

After a few more minutes, $personLastName lets out a content sigh, that strangely normal smile still on his face. $HeOrShe turns to look at you, realizing that $heOrShe is still on the comm-screen. Taking a moment to compose $himOrHerself, $personLastName returns to his usual, serious look.

""Captain $playerName, I would like to make a humble request of you. I would very much appreciate if you could return again with another box of donuts. Not too often, mind you, but on a regular basis. I feel that such a... divine... dessert should be as well shared with the rest of the Company.""

You have a feeling that $heOrShe might just keep eating the donuts on $hisOrHer own, but you keep that thought to yourself.",,
secofficergiftuafdonutsreprepeat,DialogOptionSelected,"$option == secofficergiftuafdonuts2","$secofficergifted = true 14
$secofficerfirstuaf = true
AdjustRepActivePerson COOPERATIVE 5
AddRemoveCommodity uaf_bakery_product_2 -1 true
FireAll PopulateSecOfficerOptions","""Oh, more of those divine- I mean... thank you for delivering more of these goods, $playerName.""
OR
""More donuts? Send them here! I can't wait- Ahem, I appreciate your contribution, $playerName.""
OR
""Delicious, delectable donuts, oh here they co- yes, thank you again for supplying the Company with these desserts, $playerName.""",,
secofficergiftreturnrep,DialogOptionSelected,"$option == secofficergiftreturn","FireAll PopulateSecOfficerOptions",,,
"#END secofficergifttree",,,,,,
,,,,,,
# secofficertalktree,,,,,,
secofficertalkcompliment,PopulateSecOfficerTalkOptions,"$id == sec_officer score:1000",,,"secofficertalkcompliment:... a compliment.",
secofficertalkinsult,PopulateSecOfficerTalkOptions,"$id == sec_officer score:1000",,,"secofficertalkinsult:... an insult.",
secofficertalkreturn,PopulateSecOfficerTalkOptions,"$id == sec_officer score:1000","SetShortcut secofficertalkreturn ""ESCAPE""",,"secofficertalkreturn:... nevermind.",
,,,,,,
secofficertalkcomplimentres,DialogOptionSelected,"$option == secofficertalkcompliment","$secofficertalk = true 14
AdjustRepActivePerson COOPERATIVE 1
FireAll PopulateSecOfficerOptions","""The only person you should be complimenting is Andrada, $PlayerName. But I will keep your words in mind.""",,
secofficertalkinsultres,DialogOptionSelected,"$option == secofficertalkinsult","$secofficertalk = true 14
AdjustRepActivePerson VENGEFUL -1
FireAll PopulateSecOfficerOptions","""Ah, I will not allow such words to affect me! As long as I keep myself focused for Andrada, such insults will not affect me!""",,
secofficertalkreturnres,DialogOptionSelected,"$option == secofficertalkreturn","FireAll PopulateSecOfficerOptions",,,
"#END secofficertalktree",,,,,,
"#END secofficerdirectory",,,,,,
"#END npc dialogue/ bootleg vn",,,,,,
,,,,,,
# cruor npcs,,,,,,
,,,,,,
# dunn,,,,,,
convDefaultGreetingdunnfirst,PickGreeting,"!$player.metsfcdunn
$id == sfcdunn score:1000
$faction.id == sindrian_diktat
!$entity.isHostile","$player.metsfcdunn = true
ShowPersonVisual
FireAll PopulateOptions
AddText ""After a short wait while listening to a tropical jingle, your connection request is accepted.""
AddTextSmall ""Current Manager of all labor operatins on Cruor, Meridin Dunn has the dubious honor of having served the longest in that position. With all his previous predecessors either having been promoted to higher positions in the Sindrian Fuel Company, reassigned to different posts, or fired outright, Dunn has maintained quotas from Cruor for several cycles now. Though some may think Dunn might have more to him than meets the eye, most agree that he somehow manages to fit his niche perfectly."" highlight
AddText ""\""Well now, welcome to Cruor! If you got any complaints, you may leave them in my complaint box. Now, what brings you here toay?\""""",,,
convDefaultGreetingdunnnormal,PickGreeting,"$player.metsfcdunn
$id == sfcdunn score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack -100 10","ShowPersonVisual
FireAll PopulateOptions","""Hey I'm busy here, you got something to say or what?""
OR
""Better not be bothering me with something pointless now.""
OR
""You a trader or a merc?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingdunnhigh,PickGreeting,"$player.metsfcdunn
$id == sfcdunn score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 10 50","ShowPersonVisual
FireAll PopulateOptions","""Helping to keep the peace around here?""
OR
""So, you need something?""
OR
""Off to unload some cargo here?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingdunnveryhigh,PickGreeting,"$player.metsfcdunn
$id == sfcdunn score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 50 100","ShowPersonVisual
FireAll PopulateOptions","Dunn points a pair of finger guns at you.

""Hey! You got any unruly crew you need whipping into shape?""
OR
Dunn seems to relax his shoulders as he appears on the view screen.

""So, looking to help out more? Ha, I like that!""
OR
Dunn lets out a chuckle as soon as he appears on screen.

""You're a real busy Captain, aren't you? Need some work?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingdunnNonFuel,PickGreeting,"$id == sfcdunn score:1000",,"After a short wait, your connection plays back an automated message.

""Hey, I ain't available at this time. Now scram.""

The comm-link goes dark afterwards.",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingdunnHostile,PickGreeting,"$id == sfcdunn score:1000
$faction.id == sindrian_diktat
$entity.isHostile",,"After a short wait, your connection request is denied.",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
"#END dunn",,,,,,
,,,,,,
# sfcdunn ores turn in,,,,,,
# Ores_disableTurnInOptionDunn,DisableTurnInOresOptionIfNeeded,"$id == sfcdunn score:1000
!sfcoreturnin playerHasOres","SetTooltip Ores_startTurnInDunn ""You do not have any Ores in your possession. How?""
SetEnabled Ores_startTurnInDunn false",,,
# Ores_turnInOptionDunn,PopulateOptions,"$isPerson
$id == sfcdunn score:1000
sfcreltrack -25 100","FireBest DisableTurnInOresOptionIfNeeded",,"15:Ores_startTurnInDunn:""I have some Ores I wish to deliver.""",
# Ores_turnInOptionSelDunn,DialogOptionSelected,"$option == Ores_startTurnInDunn","FireAll PopulateOresTurnInOptionsDunn","$Post $personLastName grins as $heOrShe hears what you say.

""I'm always looking for more ore. Got to make up for all the shortfalls that these lazy bums just can't seem to stop doing. So, how much ore we talking? It better be in bulk.""",,
# Ores_playerHasOptionDunn,PopulateOresTurnInOptionsDunn,,,,"0:Ores_selectOresDunn:Select Ores to turn in",
# Ores_neverMindOptionDunn,PopulateOresTurnInOptionsDunn,,,,"100:Ores_neverMindDunn:""Oh I'm sorry, I don't actually have any.""",
# Ores_neverMindOptionSelectedDunn,DialogOptionSelected,"$option == Ores_neverMindDunn","FireAll PopulateOptions","The $Post frowns as $heOrShe shakes $hisOrHer head.

""You going to stop wasting my time now?""",,
# Ores_turnInOptionSelectedDunn,DialogOptionSelected,"$option == Ores_selectOresDunn","sfcoreturnin selectOres",,,
# Ores_turnInResponseDefaultDunn,OresTurnedInDunn,,"FireAll PopulateOptions","$Post $personLastName grins as the transfer order is completed. Afterwards, you see the credits transferred to your account on your TriPad.
OR
""Pleasure doing business with you,"" $Post $personLastName says as you authorize the transfer order, your TriPad beeping as the agreed credits are transferred to your account.",,
,,,,,,
convodunnStart,PopulateOptions,"$id == sfcdunn score:1000",,,"conversesfcdunn:Converse",
convodunnList,DialogOptionSelected,"$option == conversesfcdunn","FireAll PopulateDunnOptions",,,
convodunnChat,PopulateDunnOptions,"$id == sfcdunn score:1000",,,"chatsfcdunn:Chat",
convodunnChatResponses,DialogOptionSelected,"$option == chatsfcdunn",,"""Trust me, all rumors about work camps on Cruor are all lies.""
OR
""You looking for work? Plenty of empty positions that need filling out in the mines.""
OR
""You see anyone slacking off, you tell me. I'll make sure they get a visit from Bitey.""
OR
""You want a cigar? Well get your own.""
OR
""Prison Labor? What Prison Labor?""
",,
,,,,,,
convodunnoption3,PopulateDunnOptions,"$id == sfcdunn score:1000","SetShortcut sfcdunnOptionMenu ""ESCAPE""",,"sfcdunnOptionMenu:Return",
dunnmenu,DialogOptionSelected,"$option == sfcdunnOptionMenu","FireAll PopulateOptions",,,
"#END sfcdunn ores turn in",,,,,,
,,,,,,
# sfcdunntree,,,,,,
convProcureGreetingNotEnoughdunn,PickGreeting,"$proCom_needsCommodity score:2000
Call $proCom_ref updateData
!$proCom_playerHasEnough
$player.metsfcdunn
$id == sfcdunn score:2000
$faction.id == sindrian_diktat
!$entity.isHostile","ShowPersonVisual
SetTextHighlights $proCom_quantity
FireAll PopulateOptions","""Hey, what are you trying to pull here?"" $HeOrShe appears to be pointing at a shipping manifest off-screen, ""I'm expecting a cargo of $proCom_quantity units of $proCom_commodityName. To be paid for,"" $hisOrHer eyes turn to you. ""Upon delivery. In full. Do I gotta send Bitey after you?""
OR
""I'm expecting a delivery of $proCom_commodityName, $proCom_quantity units, exact."" $HeOrShe reads from a datapad before looking at you with a scowl. ""That's the deal, now get it done!""",,
convProcureGreetingdunn,PickGreeting,"$proCom_needsCommodity score:2000
Call $proCom_ref updateData
$proCom_playerHasEnough
$player.metsfcdunn
$id == sfcdunn score:2000
$faction.id == sindrian_diktat
!$entity.isHostile","ShowPersonVisual
SetTextHighlights $proCom_quantity $proCom_pricePerUnit","""Ah, you're here, good."" $personName reads a datapad, ""And I believe- yes, it says here you're delivering $proCom_quantity units of $proCom_commodityName. Is that correct?""","proCom_deliver:Deliver the $proCom_commodityName
cutCommLink:Cut the comm link",
,,,,,,
proComDeliverCompleteddunn,ProComCompletedText,"$id == sfcdunn score:1000",,"""Good, good! This cargo of $proCom_commodityName will fulfill the latest quotas for sure.""
OR
""Good, now I don't gotta send Bitey after you.""
OR
""Thanks, nothing like outsourcing hardwork to someone else.""
OR
""Heh, thanks a bunch. Really making up for all the shortcomings of the workforce here.""",,
"#END sfcdunntree",,,,,,
,,,,,,
# ruy,,,,,,
convDefaultGreetingruyfirst,PickGreeting,"!$player.metsfcruy
$id == sfcruy score:1000
$faction.id == sindrian_diktat
!$entity.isHostile","$player.metsfcruy = true
ShowPersonVisual
FireAll PopulateOptions
AddText ""After a short wait while listening to a tropical jingle, your connection request is accepted.""
AddTextSmall ""Security Manager of Cruor, Rudric Ruy once held the enviable position of managing the defense of Sindria against possible outsiders. However, after the Lion's Guard successfully lobbied that protection of Sindria should be an exclusive right of the Lion's Guards, Ruy now holds the unenviable position of managing the defense of Cruor. Spending more time quelling 'disagreements' of the populace than actually fighting against external threats, Ruy nonetheless continues his job, if only so he can still stare at Sindria in the far off distance each night."" highlight
AddText ""\""Yeah, yeah, this is Security Manager Ruy, what's your problem? Got an actual pirate threat to call in? Or is there just another disagreement I gotta break up?\""""",,,
convDefaultGreetingruynormal,PickGreeting,"$player.metsfcruy
$id == sfcruy score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack -100 10","ShowPersonVisual
FireAll PopulateOptions","""Yeah? You got an actual trouble to report or no?""
OR
""Do you have anything important to report?""
OR
""Can I help you? Or can I just go back to being busy?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingruyhigh,PickGreeting,"$player.metsfcruy
$id == sfcruy score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 10 50","ShowPersonVisual
FireAll PopulateOptions","""Any hostile activity to report, $PlayerName?""
OR
""You have any time to help clear out some trouble makers?""
OR
""Is there anything that you need from me, $PlayerName?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingruyveryhigh,PickGreeting,"$player.metsfcruy
$id == sfcruy score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 50 100","ShowPersonVisual
FireAll PopulateOptions","Ruy gives you an affirmative nod as he appears on screen.

""Greetings again, Captain $PlayerName. Anything you need from me?""
OR
Ruy adjusts himself a bit as he appears on screen.

""Have you come to lend your aid again, Captain $PlayerName?""
OR
Ruy is seen scratching his chin as he appears on screen.

""Are you ready to help out here, Captain $PlayerName?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingruyNonFuel,PickGreeting,"$id == sfcruy score:1000",,"After a short wait, your connection plays back an automated message.

""My apologies, but I am currently unavailable at this time.""

The comm-link goes dark afterwards.",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingruyHostile,PickGreeting,"$id == sfcruy score:1000
$faction.id == sindrian_diktat
$entity.isHostile",,"After a short wait, your connection request is denied.",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
,,,,,,
convoruyStart,PopulateOptions,"$id == sfcruy score:1000",,,"conversesfcruy:Converse",
convoruyList,DialogOptionSelected,"$option == conversesfcruy","FireAll PopulateRuyOptions",,,
convoruyChat,PopulateRuyOptions,"$id == sfcruy score:1000",,,"chatsfcruy:Chat",
convoruyChatResponses,DialogOptionSelected,"$option == chatsfcruy",,"""I wish I was back on Sindria still. Nothing exciting happens around here, except dealing with troublemakers...""
OR
""Am I only one who thinks all these militarized fuel tankers look silly?""
OR
""I used to Captain tried and tested designs when I was younger. Now look at what I have to work with...""
OR
""I can't wait to go on vacation. This place is absolutely miserable.""
OR
""The President Executive better hope letting the Lion's Guard control all of Sindria's security was a smart idea.""",,
,,,,,,
convoruyoption3,PopulateRuyOptions,"$id == sfcruy score:1000","SetShortcut sfcruyOptionMenu ""ESCAPE""",,"sfcruyOptionMenu:Return",
ruymenu,DialogOptionSelected,"$option == sfcruyOptionMenu","FireAll PopulateOptions",,,
"#END ruy",,,,,,
"#END cruor npcs",,,,,,
,,,,,,
# volturn npcs,,,,,,
,,,,,,
# fleures,,,,,,
convDefaultGreetingfleuresfirst,PickGreeting,"!$player.metsfcfleures
$id == sfcfleures score:1000
$faction.id == sindrian_diktat
!$entity.isHostile","$player.metsfcfleures = true
ShowPersonVisual
FireAll PopulateOptions
AddText ""After a short wait while listening to a, rather long and high octane, Sindrian Fuel advertisement, your connection request is accepted.""
AddTextSmall ""An up-and-coming manager in the Sindrian Fuel Board of Advertisement and Marketing, Lumi Fleures has made a name for herself with several successful advertisement campaigns throughout the Persean Sector. Appealing towards a more 'modern' idea of marketing, Fleures is continuing to look for the next best thing to help market the Sindrian Fuel brand into the collective consciousness of every person in the sector."" highlight
AddText ""\""Mellow greetings and welcome to Volturn! What brings you here today to the sunny shores that is the home of the sector famous Volturnian Lobster?\""""",,,
convDefaultGreetingfleuresnormal,PickGreeting,"$player.metsfcfleures
$id == sfcfleures score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack -100 10","ShowPersonVisual
FireAll PopulateOptions","""Mellow greetings, Captain!""
OR
""Warm tides and bright mornings, Captain!""
OR
""I hope you've having a Vol-tastic day, Captain!""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingfleureshigh,PickGreeting,"$player.metsfcfleures
$id == sfcfleures score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 10 50","ShowPersonVisual
FireAll PopulateOptions","""Mellow greetings, Captain! How may I be of assistance to you?""
OR
""Warm tides and bright monrings, Captain! Do you need any help?""
OR
""I hope you're having a Vol-Tastic Day, Captain! Now what can I do for you?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingfleuresveryhigh,PickGreeting,"$player.metsfcfleures
$id == sfcfleures score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 50 100","ShowPersonVisual
FireAll PopulateOptions","Fleures smile seems to radiant brightly as she appears on the view screen.

""Greetings, $PlayerName! How may I be of assistance on this mellow day?""
OR
Fleures warmly smiles as she appears on the view screen.

""Warm Tides and Bright Mornings to you, $PlayerName! I hope you enjoy your stay here at Volturn!""
OR
Fleures smiles warmly at you as she appears on the view screen.

""Greetings, $PlayerName! I hope you're having a Vol-tastic day, today!""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingfleuresNonFuel,PickGreeting,"$id == sfcfleures score:1000",,"After a short wait, your connection plays back an automated message.

""Mellow Greetings! I'm currently available right now, but I hope you have a Vol-tastic Day!""

The comm-link goes dark afterwards.",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingfleuresHostile,PickGreeting,"$id == sfcfleures score:1000
$faction.id == sindrian_diktat
$entity.isHostile","BeginConversation sfcfleures","After a short wait, your connection request is denied.","cutCommLink:Cut the comm link","# this will fire when talking to same person again without leaving the station, but that seems fine"
,,,,,,
convofleuresStart,PopulateOptions,"$id == sfcfleures score:1000",,,"conversesfcfleures:Converse",
convofleuresList,DialogOptionSelected,"$option == conversesfcfleures","FireAll PopulateFleuresOptions",,,
convofleuresChat,PopulateFleuresOptions,"$id == sfcfleures score:1000",,,"chatsfcfleures:Chat",
convofleuresChatResponses,DialogOptionSelected,"$option == chatsfcfleures",,"""Have you considered booking a reservation to the Volturnian Lobster Garden?""
OR
""Don't forget to rate your stay here at Volturn Five-Stars!""
OR
""Don't forget to stop by your local information booth for a free Volturn-y pin!""
OR
""There's no tourism planet better than Volturn!""
OR
""Any rumors of cults operating on Volturn are purely lies, spread by jealous rivals!""
OR
""Any rumors of gang activity operating on Volturn is purely slander, spread by bitter rivals!""
OR
""Any rumors of a refugee crisis is purely false, spread by angry rivals!""",,
,,,,,,
